AREA,AGE_ADJUSTED_RATE,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_RATE
Alabama,0,Mortality,34310,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2015,0
Alabama,2.9,Incidence,35507,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2016,2.8
Alabama,0,Mortality,35507,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2016,0
Alabama,16.3,Incidence,36522,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2017,11
Alabama,0,Mortality,36522,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2017,0
Alabama,7.3,Incidence,37203,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2018,5.4
Alabama,3.1,Mortality,37203,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2018,2.7
Alabama,18.3,Incidence,37912,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2019,15.8
Alabama,0,Mortality,37912,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2019,0
Alabama,12.5,Incidence,38387,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2020,13
Alabama,2.4,Mortality,38387,Non-Hispanic Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2020,2.6
Alabama,6.6,Incidence,680873,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,7
Alabama,0.4,Mortality,680873,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,0.4
Alabama,3.6,Incidence,685594,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,3.8
Alabama,1.7,Mortality,685594,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,1.8
Alabama,4.5,Incidence,690064,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,4.6
Alabama,0.6,Mortality,690064,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,0.7
Alabama,3.6,Incidence,694059,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,3.9
Alabama,1.4,Mortality,694059,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,1.4
Alabama,6.8,Incidence,697861,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,7.2
Alabama,1.7,Mortality,697861,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,1.7
Alabama,5.3,Incidence,700995,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,5.6
Alabama,1,Mortality,700995,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,1.1
Alabama,5,Incidence,704890,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,5.4
Alabama,1,Mortality,704890,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,1.3
Alabama,4,Incidence,708359,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,4.5
Alabama,1.3,Mortality,708359,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,1.4
Alabama,4.8,Incidence,711012,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,5.5
Alabama,0.9,Mortality,711012,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,1.1
Alabama,3.9,Incidence,713789,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,4.6
Alabama,1.4,Mortality,713789,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,1.7
Alabama,15.3,Incidence,593083,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2011,13.8
Alabama,5.8,Mortality,593083,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2011,4.6
Alabama,17.5,Incidence,598011,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2012,16.1
Alabama,5.5,Mortality,598011,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2012,5.4
Alabama,15.6,Incidence,603103,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2013,14.4
Alabama,5.8,Mortality,603103,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2013,5.1
Alabama,14,Incidence,606338,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2014,14.2
Alabama,4.9,Mortality,606338,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2014,4
Alabama,13.6,Incidence,610070,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2015,12.8
Alabama,5.7,Mortality,610070,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2015,4.9
Alabama,15.7,Incidence,612188,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2016,15.4
Alabama,6.2,Mortality,612188,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2016,5.4
Alabama,11.2,Incidence,613336,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2017,11.2
Alabama,4.9,Mortality,613336,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2017,4.4
Alabama,11.6,Incidence,614827,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2018,11.5
Alabama,6.6,Mortality,614827,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2018,5.7
Alabama,12.2,Incidence,616599,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2019,12.2
Alabama,5,Mortality,616599,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2019,4.7
Alabama,12.7,Incidence,618075,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2020,12.8
Alabama,4.7,Mortality,618075,Non-Hispanic Black,Male,Oral Cavity and Pharynx,2020,4.7
Alabama,7.1,Incidence,1657790,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,9.6
Alabama,1.4,Mortality,1657790,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,2
Alabama,8.2,Incidence,1659102,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,11.5
Alabama,1.3,Mortality,1659102,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,1.9
Alabama,7.8,Incidence,1659143,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,10.8
Alabama,1.4,Mortality,1659143,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,2.2
Alabama,7.4,Incidence,1659436,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,10
Alabama,1.2,Mortality,1659436,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,1.9
Alabama,8,Incidence,1658295,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,10.8
Alabama,1.4,Mortality,1658295,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,1.9
Alabama,8.1,Incidence,1658177,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,11.5
Alabama,1.5,Mortality,1658177,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,2.3
Alabama,7.5,Incidence,1658142,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,10.9
Alabama,1.2,Mortality,1658142,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,1.9
Alabama,6.4,Incidence,1659125,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,9.7
Alabama,1.4,Mortality,1659125,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,1.9
Alabama,7.8,Incidence,1662177,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,11.1
Alabama,1.8,Mortality,1662177,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,2.9
Alabama,7.7,Incidence,1663745,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,11
Alabama,1.3,Mortality,1663745,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,2.2
Alabama,20.3,Incidence,1587864,Non-Hispanic White,Male,Oral Cavity and Pharynx,2011,24.7
Alabama,4,Mortality,1587864,Non-Hispanic White,Male,Oral Cavity and Pharynx,2011,4.8
Alabama,20.9,Incidence,1589395,Non-Hispanic White,Male,Oral Cavity and Pharynx,2012,26.2
Alabama,3.7,Mortality,1589395,Non-Hispanic White,Male,Oral Cavity and Pharynx,2012,4.5
Alabama,21.8,Incidence,1589733,Non-Hispanic White,Male,Oral Cavity and Pharynx,2013,28.6
Alabama,4.1,Mortality,1589733,Non-Hispanic White,Male,Oral Cavity and Pharynx,2013,5.2
Alabama,22.4,Incidence,1589654,Non-Hispanic White,Male,Oral Cavity and Pharynx,2014,28.5
Alabama,4.1,Mortality,1589654,Non-Hispanic White,Male,Oral Cavity and Pharynx,2014,5.2
Alabama,22.3,Incidence,1587903,Non-Hispanic White,Male,Oral Cavity and Pharynx,2015,29.5
Alabama,5,Mortality,1587903,Non-Hispanic White,Male,Oral Cavity and Pharynx,2015,6.6
Alabama,22.3,Incidence,1586539,Non-Hispanic White,Male,Oral Cavity and Pharynx,2016,29.4
Alabama,5.1,Mortality,1586539,Non-Hispanic White,Male,Oral Cavity and Pharynx,2016,6.7
Alabama,22.3,Incidence,1585355,Non-Hispanic White,Male,Oral Cavity and Pharynx,2017,30.5
Alabama,5,Mortality,1585355,Non-Hispanic White,Male,Oral Cavity and Pharynx,2017,6.7
Alabama,20.1,Incidence,1584997,Non-Hispanic White,Male,Oral Cavity and Pharynx,2018,27.3
Alabama,4.7,Mortality,1584997,Non-Hispanic White,Male,Oral Cavity and Pharynx,2018,6.2
Alabama,20.6,Incidence,1586508,Non-Hispanic White,Male,Oral Cavity and Pharynx,2019,28.5
Alabama,5.1,Mortality,1586508,Non-Hispanic White,Male,Oral Cavity and Pharynx,2019,7.5
Alabama,19.4,Incidence,1587080,Non-Hispanic White,Male,Oral Cavity and Pharynx,2020,27.3
Alabama,5.1,Mortality,1587080,Non-Hispanic White,Male,Oral Cavity and Pharynx,2020,7.3
Alaska,7.4,Incidence,346420,All Races,Female,Oral Cavity and Pharynx,2011,6.6
Alaska,0.8,Mortality,346420,All Races,Female,Oral Cavity and Pharynx,2011,0.9
Alaska,9.6,Incidence,349778,All Races,Female,Oral Cavity and Pharynx,2012,8.9
Alaska,0.7,Mortality,349778,All Races,Female,Oral Cavity and Pharynx,2012,0.6
Alaska,7.8,Incidence,351687,All Races,Female,Oral Cavity and Pharynx,2013,6.8
Alaska,1.6,Mortality,351687,All Races,Female,Oral Cavity and Pharynx,2013,1.4
Alaska,5.3,Incidence,351081,All Races,Female,Oral Cavity and Pharynx,2014,6
Alaska,1.1,Mortality,351081,All Races,Female,Oral Cavity and Pharynx,2014,0.9
Alaska,5,Incidence,351714,All Races,Female,Oral Cavity and Pharynx,2015,4.5
Alaska,1.6,Mortality,351714,All Races,Female,Oral Cavity and Pharynx,2015,1.4
Alaska,4.9,Incidence,353943,All Races,Female,Oral Cavity and Pharynx,2016,5.1
Alaska,1,Mortality,353943,All Races,Female,Oral Cavity and Pharynx,2016,0.8
Alaska,7.5,Incidence,353997,All Races,Female,Oral Cavity and Pharynx,2017,7.6
Alaska,0.5,Mortality,353997,All Races,Female,Oral Cavity and Pharynx,2017,0.6
Alaska,2.8,Incidence,352320,All Races,Female,Oral Cavity and Pharynx,2018,3.7
Alaska,1.5,Mortality,352320,All Races,Female,Oral Cavity and Pharynx,2018,1.7
Alaska,9.3,Incidence,350790,All Races,Female,Oral Cavity and Pharynx,2019,10.3
Alaska,1.7,Mortality,350790,All Races,Female,Oral Cavity and Pharynx,2019,1.7
Alaska,7.7,Incidence,349621,All Races,Female,Oral Cavity and Pharynx,2020,8
Alaska,1.5,Mortality,349621,All Races,Female,Oral Cavity and Pharynx,2020,1.7
Alaska,18.7,Incidence,375929,All Races,Male,Oral Cavity and Pharynx,2011,16.8
Alaska,1.6,Mortality,375929,All Races,Male,Oral Cavity and Pharynx,2011,1.9
Alaska,19.2,Incidence,381032,All Races,Male,Oral Cavity and Pharynx,2012,18.4
Alaska,6.2,Mortality,381032,All Races,Male,Oral Cavity and Pharynx,2012,4.5
Alaska,14.4,Incidence,385939,All Races,Male,Oral Cavity and Pharynx,2013,15
Alaska,3.1,Mortality,385939,All Races,Male,Oral Cavity and Pharynx,2013,2.9
Alaska,13.7,Incidence,385994,All Races,Male,Oral Cavity and Pharynx,2014,14.5
Alaska,3.4,Mortality,385994,All Races,Male,Oral Cavity and Pharynx,2014,3.1
Alaska,16.7,Incidence,386716,All Races,Male,Oral Cavity and Pharynx,2015,16.8
Alaska,1.2,Mortality,386716,All Races,Male,Oral Cavity and Pharynx,2015,1.6
Alaska,16.7,Incidence,388632,All Races,Male,Oral Cavity and Pharynx,2016,18.3
Alaska,3.8,Mortality,388632,All Races,Male,Oral Cavity and Pharynx,2016,3.6
Alaska,15.3,Incidence,386986,All Races,Male,Oral Cavity and Pharynx,2017,16
Alaska,4.3,Mortality,386986,All Races,Male,Oral Cavity and Pharynx,2017,4.1
Alaska,18.5,Incidence,384304,All Races,Male,Oral Cavity and Pharynx,2018,19.5
Alaska,4.9,Mortality,384304,All Races,Male,Oral Cavity and Pharynx,2018,5.2
Alaska,18.7,Incidence,382813,All Races,Male,Oral Cavity and Pharynx,2019,19.6
Alaska,3.4,Mortality,382813,All Races,Male,Oral Cavity and Pharynx,2019,3.7
Alaska,18.1,Incidence,381537,All Races,Male,Oral Cavity and Pharynx,2020,19.7
Alaska,3.6,Mortality,381537,All Races,Male,Oral Cavity and Pharynx,2020,3.1
Alaska,0,Incidence,20358,Hispanic of any race,Female,Oral Cavity and Pharynx,2011,0
Alaska,0,Mortality,20358,Hispanic of any race,Female,Oral Cavity and Pharynx,2011,0
Alaska,27,Incidence,21641,Hispanic of any race,Female,Oral Cavity and Pharynx,2012,9.2
Alaska,0,Mortality,21641,Hispanic of any race,Female,Oral Cavity and Pharynx,2012,0
Alaska,9.1,Incidence,22462,Hispanic of any race,Female,Oral Cavity and Pharynx,2013,4.5
Alaska,0,Mortality,22462,Hispanic of any race,Female,Oral Cavity and Pharynx,2013,0
Alaska,0,Incidence,23253,Hispanic of any race,Female,Oral Cavity and Pharynx,2014,0
Alaska,0,Mortality,23253,Hispanic of any race,Female,Oral Cavity and Pharynx,2014,0
Alaska,11.1,Incidence,23835,Hispanic of any race,Female,Oral Cavity and Pharynx,2015,8.4
Alaska,0,Mortality,23835,Hispanic of any race,Female,Oral Cavity and Pharynx,2015,0
Alaska,5.1,Incidence,24582,Hispanic of any race,Female,Oral Cavity and Pharynx,2016,4.1
Alaska,0,Mortality,24582,Hispanic of any race,Female,Oral Cavity and Pharynx,2016,0
Alaska,12.1,Incidence,25168,Hispanic of any race,Female,Oral Cavity and Pharynx,2017,7.9
Alaska,0,Mortality,25168,Hispanic of any race,Female,Oral Cavity and Pharynx,2017,0
Alaska,0,Incidence,25323,Hispanic of any race,Female,Oral Cavity and Pharynx,2018,0
Alaska,0,Mortality,25323,Hispanic of any race,Female,Oral Cavity and Pharynx,2018,0
Alaska,4.8,Incidence,25379,Hispanic of any race,Female,Oral Cavity and Pharynx,2019,3.9
Alaska,0,Mortality,25379,Hispanic of any race,Female,Oral Cavity and Pharynx,2019,0
Alaska,0,Incidence,25367,Hispanic of any race,Female,Oral Cavity and Pharynx,2020,0
Alaska,0,Mortality,25367,Hispanic of any race,Female,Oral Cavity and Pharynx,2020,0
Alaska,0,Incidence,21720,Hispanic of any race,Male,Oral Cavity and Pharynx,2011,0
Alaska,0,Mortality,21720,Hispanic of any race,Male,Oral Cavity and Pharynx,2011,0
Alaska,5.7,Incidence,23480,Hispanic of any race,Male,Oral Cavity and Pharynx,2012,4.3
Alaska,0,Mortality,23480,Hispanic of any race,Male,Oral Cavity and Pharynx,2012,0
Alaska,0,Incidence,25078,Hispanic of any race,Male,Oral Cavity and Pharynx,2013,0
Alaska,0,Mortality,25078,Hispanic of any race,Male,Oral Cavity and Pharynx,2013,0
Alaska,5.4,Incidence,25851,Hispanic of any race,Male,Oral Cavity and Pharynx,2014,3.9
Alaska,0,Mortality,25851,Hispanic of any race,Male,Oral Cavity and Pharynx,2014,0
Alaska,40.1,Incidence,26545,Hispanic of any race,Male,Oral Cavity and Pharynx,2015,7.5
Alaska,0,Mortality,26545,Hispanic of any race,Male,Oral Cavity and Pharynx,2015,0
Alaska,8.1,Incidence,27253,Hispanic of any race,Male,Oral Cavity and Pharynx,2016,3.7
Alaska,8.1,Mortality,27253,Hispanic of any race,Male,Oral Cavity and Pharynx,2016,3.7
Alaska,12.3,Incidence,27837,Hispanic of any race,Male,Oral Cavity and Pharynx,2017,3.6
Alaska,0,Mortality,27837,Hispanic of any race,Male,Oral Cavity and Pharynx,2017,0
Alaska,35.5,Incidence,28046,Hispanic of any race,Male,Oral Cavity and Pharynx,2018,10.7
Alaska,0,Mortality,28046,Hispanic of any race,Male,Oral Cavity and Pharynx,2018,0
Alaska,7.1,Incidence,28243,Hispanic of any race,Male,Oral Cavity and Pharynx,2019,7.1
Alaska,0,Mortality,28243,Hispanic of any race,Male,Oral Cavity and Pharynx,2019,0
Alaska,0,Incidence,28189,Hispanic of any race,Male,Oral Cavity and Pharynx,2020,0
Alaska,0,Mortality,28189,Hispanic of any race,Male,Oral Cavity and Pharynx,2020,0
Alaska,13.8,Incidence,57828,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2011,10.4
Alaska,0,Mortality,57828,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2011,0
Alaska,11.5,Incidence,58272,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2012,10.3
Alaska,1.6,Mortality,58272,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2012,1.7
Alaska,20.5,Incidence,58551,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2013,15.4
Alaska,6.4,Mortality,58551,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2013,5.1
Alaska,9.2,Incidence,58764,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014,10.2
Alaska,1.5,Mortality,58764,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014,1.7
Alaska,19,Incidence,59035,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2015,13.6
Alaska,1.8,Mortality,59035,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2015,1.7
Alaska,4.7,Incidence,59291,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2016,3.4
Alaska,5.1,Mortality,59291,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2016,3.4
Alaska,8.2,Incidence,59496,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2017,8.4
Alaska,0,Mortality,59496,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2017,0
Alaska,1.4,Incidence,59605,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2018,1.7
Alaska,4.6,Mortality,59605,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2018,5
Alaska,11,Incidence,59594,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2019,10.1
Alaska,0,Mortality,59594,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2019,0
Alaska,16.8,Incidence,59700,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2020,15.1
Alaska,1.3,Mortality,59700,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2020,1.7
Alaska,22.3,Incidence,58887,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2011,15.3
Alaska,1.9,Mortality,58887,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2011,1.7
Alaska,45.4,Incidence,59315,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2012,28.7
Alaska,9.1,Mortality,59315,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2012,6.7
Alaska,20.4,Incidence,59956,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2013,16.7
Alaska,12.9,Mortality,59956,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2013,6.7
Alaska,16.6,Incidence,60286,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2014,16.6
Alaska,14.4,Mortality,60286,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2014,10
Alaska,22,Incidence,60517,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2015,19.8
Alaska,0,Mortality,60517,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2015,0
Alaska,24.7,Incidence,60789,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2016,21.4
Alaska,10.3,Mortality,60789,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2016,8.2
Alaska,23.5,Incidence,60818,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2017,19.7
Alaska,6.9,Mortality,60818,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2017,6.6
Alaska,31.1,Incidence,60867,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2018,29.6
Alaska,18.6,Mortality,60867,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2018,11.5
Alaska,23.4,Incidence,60906,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2019,18.1
Alaska,13.6,Mortality,60906,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2019,13.1
Alaska,15.5,Incidence,61032,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2020,14.7
Alaska,3.6,Mortality,61032,Non-Hispanic American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2020,1.6
Alaska,11.5,Incidence,26841,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,11.2
Alaska,3.7,Mortality,26841,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,3.7
Alaska,5.7,Incidence,27906,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,3.6
Alaska,0,Mortality,27906,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,0
Alaska,12.6,Incidence,29057,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,10.3
Alaska,0,Mortality,29057,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,0
Alaska,0,Incidence,29464,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,0
Alaska,5.8,Mortality,29464,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,3.4
Alaska,0,Incidence,30250,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,0
Alaska,12.5,Mortality,30250,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,9.9
Alaska,0,Incidence,31364,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,0
Alaska,0,Mortality,31364,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,0
Alaska,5.4,Incidence,32427,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,3.1
