AGE,COUNT,EVENT_TYPE,POPULATION,RACE,Non-Hispanic Race,RATE,SEX,SITE,YEAR
10-14,~,Mortality,107252,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
15-19,~,Mortality,114383,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
20-24,~,Mortality,109103,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
25-29,~,Mortality,93048,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
30-34,~,Mortality,85016,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
35-39,~,Mortality,78193,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
40-44,~,Mortality,81551,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
45-49,~,Mortality,87844,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
5-9,~,Mortality,104395,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
50-54,~,Mortality,85717,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
55-59,~,Mortality,71316,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
60-64,~,Mortality,58174,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
65-69,~,Mortality,37598,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
70-74,~,Mortality,25291,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
75-79,~,Mortality,15488,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
80-84,~,Mortality,8766,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
85+,~,Mortality,6017,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
<1,~,Mortality,20722,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2011
1-4,~,Mortality,82963,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
10-14,~,Mortality,106557,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
15-19,~,Mortality,111038,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
20-24,~,Mortality,113712,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
25-29,~,Mortality,94857,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
30-34,~,Mortality,86452,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
35-39,~,Mortality,78239,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
40-44,~,Mortality,81434,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
45-49,~,Mortality,85400,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
5-9,~,Mortality,104697,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
50-54,~,Mortality,86394,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
55-59,~,Mortality,74174,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
60-64,~,Mortality,58636,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
65-69,~,Mortality,41287,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
70-74,~,Mortality,26889,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
75-79,~,Mortality,16437,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
80-84,~,Mortality,9167,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
85+,~,Mortality,6555,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
<1,~,Mortality,20392,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2012
1-4,~,Mortality,82096,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
10-14,~,Mortality,105549,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
15-19,~,Mortality,108710,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
20-24,~,Mortality,116542,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
25-29,~,Mortality,96939,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
30-34,~,Mortality,88589,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
35-39,~,Mortality,78731,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
40-44,~,Mortality,80754,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
45-49,~,Mortality,82725,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
5-9,~,Mortality,105255,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
50-54,~,Mortality,86980,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
55-59,~,Mortality,76471,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
60-64,~,Mortality,60234,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
65-69,~,Mortality,43976,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
70-74,~,Mortality,28551,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
75-79,~,Mortality,17482,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
80-84,~,Mortality,9747,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
85+,~,Mortality,7099,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
<1,~,Mortality,20383,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2013
1-4,~,Mortality,81821,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
10-14,~,Mortality,104791,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
15-19,~,Mortality,107203,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
20-24,~,Mortality,117564,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
25-29,~,Mortality,100205,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
30-34,~,Mortality,89868,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
35-39,~,Mortality,80025,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
40-44,~,Mortality,79417,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
45-49,~,Mortality,80691,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
5-9,~,Mortality,104894,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
50-54,~,Mortality,87304,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
55-59,~,Mortality,78175,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
60-64,~,Mortality,62170,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
65-69,~,Mortality,46881,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
70-74,~,Mortality,30292,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
75-79,~,Mortality,18579,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
80-84,~,Mortality,10235,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
85+,~,Mortality,7693,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
<1,~,Mortality,20205,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2014
1-4,~,Mortality,81469,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
10-14,~,Mortality,103679,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
15-19,~,Mortality,107079,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
20-24,~,Mortality,116373,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
25-29,~,Mortality,104322,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
30-34,~,Mortality,90685,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
35-39,~,Mortality,82027,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
40-44,~,Mortality,78132,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
45-49,~,Mortality,79344,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
5-9,~,Mortality,104341,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
50-54,~,Mortality,86208,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
55-59,~,Mortality,79955,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
60-64,~,Mortality,64318,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
65-69,~,Mortality,49959,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
70-74,~,Mortality,31665,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
75-79,~,Mortality,19678,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
80-84,~,Mortality,10935,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
85+,~,Mortality,8400,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
<1,~,Mortality,19818,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2015
1-4,~,Mortality,80611,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
10-14,~,Mortality,103605,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
15-19,~,Mortality,106565,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
20-24,~,Mortality,113611,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
25-29,~,Mortality,108899,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
30-34,~,Mortality,92148,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
35-39,~,Mortality,83641,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
40-44,~,Mortality,76638,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
45-49,~,Mortality,79385,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
5-9,~,Mortality,103818,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
50-54,~,Mortality,84372,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
55-59,~,Mortality,81321,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
60-64,~,Mortality,66299,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
65-69,~,Mortality,52819,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
70-74,~,Mortality,32955,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
75-79,~,Mortality,20913,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
80-84,~,Mortality,11773,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
85+,~,Mortality,8977,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
<1,~,Mortality,19440,Non-Hispanic,Non-Hispanic American Indian/Alaska Native,,Male,Oral Cavity and Pharynx,2016
1-4,~,Mortality,445289,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2011
10-14,~,Mortality,531300,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2011
15-19,~,Mortality,561383,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2011
20-24,~,Mortality,658856,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2011
25-29,~,Mortality,679271,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2011
30-34,~,Mortality,656072,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2011
35-39,~,Mortality,669350,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2011
40-44,~,Mortality,618439,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2011
45-49,21,Mortality,563604,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,3.7,Male,Oral Cavity and Pharynx,2011
5-9,~,Mortality,552689,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2011
50-54,25,Mortality,505213,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,4.9,Male,Oral Cavity and Pharynx,2011
55-59,18,Mortality,435403,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,4.1,Male,Oral Cavity and Pharynx,2011
60-64,21,Mortality,357752,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,5.9,Male,Oral Cavity and Pharynx,2011
65-69,24,Mortality,247261,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,9.7,Male,Oral Cavity and Pharynx,2011
70-74,19,Mortality,182942,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,10.4,Male,Oral Cavity and Pharynx,2011
75-79,~,Mortality,121932,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2011
80-84,17,Mortality,75973,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,22.4,Male,Oral Cavity and Pharynx,2011
85+,~,Mortality,59975,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2011
<1,~,Mortality,111955,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2011
1-4,~,Mortality,456211,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2012
10-14,~,Mortality,541715,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2012
15-19,~,Mortality,565672,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2012
20-24,~,Mortality,682262,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2012
25-29,~,Mortality,699564,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2012
30-34,~,Mortality,684730,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2012
35-39,~,Mortality,673595,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2012
40-44,16,Mortality,648642,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,2.5,Male,Oral Cavity and Pharynx,2012
45-49,18,Mortality,571983,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,3.1,Male,Oral Cavity and Pharynx,2012
5-9,~,Mortality,568719,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2012
50-54,22,Mortality,516918,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,4.3,Male,Oral Cavity and Pharynx,2012
55-59,22,Mortality,454082,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,4.8,Male,Oral Cavity and Pharynx,2012
60-64,38,Mortality,371797,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,10.2,Male,Oral Cavity and Pharynx,2012
65-69,18,Mortality,267017,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,6.7,Male,Oral Cavity and Pharynx,2012
70-74,19,Mortality,193571,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,9.8,Male,Oral Cavity and Pharynx,2012
75-79,~,Mortality,130756,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2012
80-84,16,Mortality,80820,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,19.8,Male,Oral Cavity and Pharynx,2012
85+,~,Mortality,65464,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2012
<1,~,Mortality,115390,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2012
1-4,~,Mortality,467933,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2013
10-14,~,Mortality,557864,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2013
15-19,~,Mortality,573448,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2013
20-24,~,Mortality,698059,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2013
25-29,~,Mortality,723996,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2013
30-34,~,Mortality,715701,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2013
35-39,~,Mortality,678894,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2013
40-44,~,Mortality,671156,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2013
45-49,22,Mortality,579470,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,3.8,Male,Oral Cavity and Pharynx,2013
5-9,~,Mortality,581134,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,,Male,Oral Cavity and Pharynx,2013
50-54,20,Mortality,534328,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,3.7,Male,Oral Cavity and Pharynx,2013
55-59,28,Mortality,471363,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,5.9,Male,Oral Cavity and Pharynx,2013
60-64,35,Mortality,385911,Non-Hispanic,Non-Hispanic Asian/Pacific Islander,9.1,Male,Oral Cavity and Pharynx,2013
